pid,duration,date,race_ethn,gender,age,subscale,item,response
10,10957,11/11/18 16:18,6,2,19,scob,2,3
18,2445,11/12/18 15:03,5,2,19,scob,2,5
27,2325,11/13/18 18:56,5,2,23,scob,2,2
28,1359,11/13/18 21:06,5,2,20,scob,2,2
29,1265,11/13/18 22:15,6,2,19,scob,2,2
30,2796,11/14/18 2:07,2,2,18,scob,2,2
35,2855,11/14/18 18:03,5,2,20,scob,2,3
37,13373,11/14/18 20:29,5,2,19,scob,2,1
41,2335,11/14/18 22:07,5,2,20,scob,2,3
42,2709,11/15/18 9:58,5,2,21,scob,2,1
44,3556,11/15/18 16:05,5,2,18,scob,2,1
48,1191,11/16/18 16:07,5,2,19,scob,2,1
50,2434,11/18/18 14:27,6,2,20,scob,2,2
55,744,11/19/18 14:24,5,2,19,scob,2,4
60,10045,11/20/18 18:51,4,2,19,scob,2,3
62,1769,11/21/18 11:14,5,2,20,scob,2,3
66,5018,11/23/18 15:34,2,2,19,scob,2,1
69,2391,11/24/18 16:03,6,2,23,scob,2,1
70,2298,11/24/18 18:49,6,2,19,scob,2,2
74,2157,11/26/18 14:53,3,2,20,scob,2,1
75,1550,11/26/18 15:45,5,2,18,scob,2,5
76,1014,11/26/18 17:37,5,2,19,scob,2,2
79,1704,11/27/18 13:16,5,2,18,scob,2,2
86,1288,11/28/18 11:39,6,2,19,scob,2,1
89,7441,11/28/18 16:08,6,2,18,scob,2,3
94,2527,11/29/18 17:05,5,2,20,scob,2,1
96,3148,11/29/18 19:50,1,2,19,scob,2,3
98,1992,11/30/18 13:59,5,2,19,scob,2,1
100,902,11/30/18 19:46,5,2,19,scob,2,4
3,2412,11/6/18 20:19,6,1,19,scob,2,2
4,1223,11/8/18 11:49,2,1,18,scob,2,1
5,2708,11/10/18 11:56,2,1,20,scob,2,1
6,2417,11/10/18 16:22,1,1,18,scob,2,3
8,5365,11/11/18 14:44,6,1,20,scob,2,3
9,3936,11/11/18 15:13,5,1,18,scob,2,2
11,873,11/11/18 20:14,5,1,19,scob,2,1
12,5461,11/11/18 21:51,5,1,19,scob,2,3
13,1451,11/12/18 9:35,5,1,21,scob,2,1
14,1584,11/12/18 13:09,2,1,20,scob,2,1
15,1152,11/12/18 14:35,2,1,18,scob,2,2
16,1607,11/12/18 14:36,5,1,18,scob,2,3
17,3009,11/12/18 14:59,5,1,18,scob,2,1
19,527,11/12/18 15:10,5,1,19,scob,2,1
20,757,11/12/18 17:46,5,1,19,scob,2,3
21,2900,11/12/18 18:11,2,1,21,scob,2,1
22,2175,11/12/18 23:00,5,1,20,scob,2,1
23,25544,11/12/18 23:34,5,1,21,scob,2,2
24,1430,11/13/18 0:24,2,1,18,scob,2,1
25,1600,11/13/18 11:22,5,1,18,scob,2,1
26,1130,11/13/18 16:38,5,1,18,scob,2,5
31,1655,11/14/18 10:26,5,1,22,scob,2,4
32,845,11/14/18 12:33,5,1,18,scob,2,2
33,266503,11/14/18 15:02,5,1,19,scob,2,5
34,1299,11/14/18 15:51,5,1,19,scob,2,3
36,1416,11/14/18 19:18,5,1,20,scob,2,1
38,9333,11/14/18 20:48,5,1,20,scob,2,1
39,2016,11/14/18 21:34,5,1,19,scob,2,1
40,3220,11/14/18 21:48,6,1,19,scob,2,1
43,960,11/15/18 10:15,5,1,19,scob,2,1
45,1396,11/15/18 21:40,5,1,19,scob,2,1
46,3263,11/15/18 23:21,5,1,19,scob,2,4
47,2634,11/16/18 13:51,5,1,19,scob,2,2
49,1203,11/18/18 12:59,5,1,18,scob,2,2
51,1405,11/18/18 17:54,2,1,18,scob,2,2
52,1833,11/18/18 20:08,5,1,20,scob,2,2
53,1921,11/18/18 22:27,5,1,19,scob,2,2
54,1930,11/19/18 12:33,3,1,20,scob,2,1
56,1722,11/19/18 21:18,5,1,18,scob,2,3
57,1409,11/19/18 21:19,5,1,18,scob,2,4
58,1470,11/20/18 14:36,5,1,19,scob,2,1
59,1536,11/20/18 17:53,5,1,18,scob,2,2
61,1136,11/20/18 21:53,5,1,23,scob,2,5
63,1307,11/21/18 12:57,5,1,19,scob,2,3
64,1630,11/21/18 13:00,5,1,20,scob,2,3
65,1837,11/21/18 17:57,4,1,18,scob,2,1
67,1087,11/23/18 18:26,5,1,21,scob,2,4
68,1566,11/23/18 20:48,5,1,19,scob,2,3
71,1465,11/25/18 11:21,5,1,18,scob,2,1
72,745,11/25/18 21:34,5,1,20,scob,2,3
73,1542,11/25/18 23:33,5,1,18,scob,2,2
77,1236,11/26/18 20:29,2,1,18,scob,2,1
78,3247,11/26/18 20:55,2,1,18,scob,2,5
80,1665,11/27/18 15:15,5,1,21,scob,2,3
81,2614,11/27/18 19:03,5,1,18,scob,2,1
82,20989,11/27/18 20:33,5,1,18,scob,2,1
83,2427,11/27/18 22:57,5,1,18,scob,2,4
84,2218,11/28/18 0:02,5,1,18,scob,2,2
85,1573,11/28/18 10:57,5,1,18,scob,2,5
87,1574,11/28/18 15:22,5,1,19,scob,2,3
88,1222,11/28/18 16:02,2,1,20,scob,2,1
90,1920,11/28/18 16:19,6,1,18,scob,2,1
91,941,11/28/18 16:26,6,1,19,scob,2,1
92,1842,11/29/18 14:34,5,1,19,scob,2,2
93,3469,11/29/18 15:50,6,1,18,scob,2,1
95,197,11/29/18 19:22,5,1,20,scob,2,3
97,2083,11/29/18 20:39,5,1,21,scob,2,4
99,1357,11/30/18 16:00,5,3,21,scob,2,3
1,1111,11/6/18 13:17,5,2,23,scob,3,3
7,1528,11/11/18 13:44,5,2,21,scob,3,2
10,10957,11/11/18 16:18,6,2,19,scob,3,1
18,2445,11/12/18 15:03,5,2,19,scob,3,2
27,2325,11/13/18 18:56,5,2,23,scob,3,2
28,1359,11/13/18 21:06,5,2,20,scob,3,2
29,1265,11/13/18 22:15,6,2,19,scob,3,1
30,2796,11/14/18 2:07,2,2,18,scob,3,2
35,2855,11/14/18 18:03,5,2,20,scob,3,1
37,13373,11/14/18 20:29,5,2,19,scob,3,1
41,2335,11/14/18 22:07,5,2,20,scob,3,1
42,2709,11/15/18 9:58,5,2,21,scob,3,1
44,3556,11/15/18 16:05,5,2,18,scob,3,1
48,1191,11/16/18 16:07,5,2,19,scob,3,1
50,2434,11/18/18 14:27,6,2,20,scob,3,3
55,744,11/19/18 14:24,5,2,19,scob,3,4
60,10045,11/20/18 18:51,4,2,19,scob,3,NA
62,1769,11/21/18 11:14,5,2,20,scob,3,2
66,5018,11/23/18 15:34,2,2,19,scob,3,1
69,2391,11/24/18 16:03,6,2,23,scob,3,1
70,2298,11/24/18 18:49,6,2,19,scob,3,3
74,2157,11/26/18 14:53,3,2,20,scob,3,1
75,1550,11/26/18 15:45,5,2,18,scob,3,3
76,1014,11/26/18 17:37,5,2,19,scob,3,1
79,1704,11/27/18 13:16,5,2,18,scob,3,2
86,1288,11/28/18 11:39,6,2,19,scob,3,2
89,7441,11/28/18 16:08,6,2,18,scob,3,3
94,2527,11/29/18 17:05,5,2,20,scob,3,1
96,3148,11/29/18 19:50,1,2,19,scob,3,2
98,1992,11/30/18 13:59,5,2,19,scob,3,1
100,902,11/30/18 19:46,5,2,19,scob,3,2
3,2412,11/6/18 20:19,6,1,19,scob,3,1
4,1223,11/8/18 11:49,2,1,18,scob,3,1
5,2708,11/10/18 11:56,2,1,20,scob,3,1
6,2417,11/10/18 16:22,1,1,18,scob,3,3
8,5365,11/11/18 14:44,6,1,20,scob,3,1
9,3936,11/11/18 15:13,5,1,18,scob,3,1
11,873,11/11/18 20:14,5,1,19,scob,3,1
12,5461,11/11/18 21:51,5,1,19,scob,3,1
13,1451,11/12/18 9:35,5,1,21,scob,3,1
14,1584,11/12/18 13:09,2,1,20,scob,3,1
15,1152,11/12/18 14:35,2,1,18,scob,3,1
16,1607,11/12/18 14:36,5,1,18,scob,3,3
17,3009,11/12/18 14:59,5,1,18,scob,3,1
19,527,11/12/18 15:10,5,1,19,scob,3,1
20,757,11/12/18 17:46,5,1,19,scob,3,4
21,2900,11/12/18 18:11,2,1,21,scob,3,2
22,2175,11/12/18 23:00,5,1,20,scob,3,1
23,25544,11/12/18 23:34,5,1,21,scob,3,1
24,1430,11/13/18 0:24,2,1,18,scob,3,1
25,1600,11/13/18 11:22,5,1,18,scob,3,1
26,1130,11/13/18 16:38,5,1,18,scob,3,5
31,1655,11/14/18 10:26,5,1,22,scob,3,4
32,845,11/14/18 12:33,5,1,18,scob,3,2
33,266503,11/14/18 15:02,5,1,19,scob,3,1
34,1299,11/14/18 15:51,5,1,19,scob,3,2
36,1416,11/14/18 19:18,5,1,20,scob,3,1
38,9333,11/14/18 20:48,5,1,20,scob,3,1
39,2016,11/14/18 21:34,5,1,19,scob,3,1
40,3220,11/14/18 21:48,6,1,19,scob,3,1
43,960,11/15/18 10:15,5,1,19,scob,3,1
45,1396,11/15/18 21:40,5,1,19,scob,3,1
46,3263,11/15/18 23:21,5,1,19,scob,3,5
47,2634,11/16/18 13:51,5,1,19,scob,3,3
49,1203,11/18/18 12:59,5,1,18,scob,3,4
51,1405,11/18/18 17:54,2,1,18,scob,3,2
52,1833,11/18/18 20:08,5,1,20,scob,3,2
53,1921,11/18/18 22:27,5,1,19,scob,3,4
54,1930,11/19/18 12:33,3,1,20,scob,3,1
56,1722,11/19/18 21:18,5,1,18,scob,3,1
57,1409,11/19/18 21:19,5,1,18,scob,3,4
58,1470,11/20/18 14:36,5,1,19,scob,3,1
59,1536,11/20/18 17:53,5,1,18,scob,3,2
61,1136,11/20/18 21:53,5,1,23,scob,3,4
63,1307,11/21/18 12:57,5,1,19,scob,3,2
64,1630,11/21/18 13:00,5,1,20,scob,3,3
65,1837,11/21/18 17:57,4,1,18,scob,3,1
67,1087,11/23/18 18:26,5,1,21,scob,3,4
68,1566,11/23/18 20:48,5,1,19,scob,3,3
71,1465,11/25/18 11:21,5,1,18,scob,3,1
72,745,11/25/18 21:34,5,1,20,scob,3,3
73,1542,11/25/18 23:33,5,1,18,scob,3,2
77,1236,11/26/18 20:29,2,1,18,scob,3,1
78,3247,11/26/18 20:55,2,1,18,scob,3,5
80,1665,11/27/18 15:15,5,1,21,scob,3,3
81,2614,11/27/18 19:03,5,1,18,scob,3,4
82,20989,11/27/18 20:33,5,1,18,scob,3,1
83,2427,11/27/18 22:57,5,1,18,scob,3,3
84,2218,11/28/18 0:02,5,1,18,scob,3,2
85,1573,11/28/18 10:57,5,1,18,scob,3,5
87,1574,11/28/18 15:22,5,1,19,scob,3,2
88,1222,11/28/18 16:02,2,1,20,scob,3,1
90,1920,11/28/18 16:19,6,1,18,scob,3,1
91,941,11/28/18 16:26,6,1,19,scob,3,1
92,1842,11/29/18 14:34,5,1,19,scob,3,2
93,3469,11/29/18 15:50,6,1,18,scob,3,1
95,197,11/29/18 19:22,5,1,20,scob,3,3
97,2083,11/29/18 20:39,5,1,21,scob,3,4
99,1357,11/30/18 16:00,5,3,21,scob,3,3
1,1111,11/6/18 13:17,5,2,23,scob,4,3
7,1528,11/11/18 13:44,5,2,21,scob,4,2
10,10957,11/11/18 16:18,6,2,19,scob,4,2
18,2445,11/12/18 15:03,5,2,19,scob,4,1
27,2325,11/13/18 18:56,5,2,23,scob,4,3
28,1359,11/13/18 21:06,5,2,20,scob,4,2
29,1265,11/13/18 22:15,6,2,19,scob,4,5
30,2796,11/14/18 2:07,2,2,18,scob,4,2
35,2855,11/14/18 18:03,5,2,20,scob,4,1
37,13373,11/14/18 20:29,5,2,19,scob,4,1
41,2335,11/14/18 22:07,5,2,20,scob,4,1
42,2709,11/15/18 9:58,5,2,21,scob,4,1
44,3556,11/15/18 16:05,5,2,18,scob,4,1
48,1191,11/16/18 16:07,5,2,19,scob,4,1
50,2434,11/18/18 14:27,6,2,20,scob,4,2
55,744,11/19/18 14:24,5,2,19,scob,4,4
60,10045,11/20/18 18:51,4,2,19,scob,4,2
62,1769,11/21/18 11:14,5,2,20,scob,4,3
66,5018,11/23/18 15:34,2,2,19,scob,4,1
69,2391,11/24/18 16:03,6,2,23,scob,4,1
70,2298,11/24/18 18:49,6,2,19,scob,4,1
74,2157,11/26/18 14:53,3,2,20,scob,4,1
75,1550,11/26/18 15:45,5,2,18,scob,4,3
76,1014,11/26/18 17:37,5,2,19,scob,4,2
79,1704,11/27/18 13:16,5,2,18,scob,4,3
86,1288,11/28/18 11:39,6,2,19,scob,4,2
89,7441,11/28/18 16:08,6,2,18,scob,4,3
94,2527,11/29/18 17:05,5,2,20,scob,4,3
96,3148,11/29/18 19:50,1,2,19,scob,4,2
98,1992,11/30/18 13:59,5,2,19,scob,4,2
100,902,11/30/18 19:46,5,2,19,scob,4,2
3,2412,11/6/18 20:19,6,1,19,scob,4,3
4,1223,11/8/18 11:49,2,1,18,scob,4,2
5,2708,11/10/18 11:56,2,1,20,scob,4,1
6,2417,11/10/18 16:22,1,1,18,scob,4,3
8,5365,11/11/18 14:44,6,1,20,scob,4,2
9,3936,11/11/18 15:13,5,1,18,scob,4,1
11,873,11/11/18 20:14,5,1,19,scob,4,1
12,5461,11/11/18 21:51,5,1,19,scob,4,2
13,1451,11/12/18 9:35,5,1,21,scob,4,2
14,1584,11/12/18 13:09,2,1,20,scob,4,1
15,1152,11/12/18 14:35,2,1,18,scob,4,1
16,1607,11/12/18 14:36,5,1,18,scob,4,3
17,3009,11/12/18 14:59,5,1,18,scob,4,2
19,527,11/12/18 15:10,5,1,19,scob,4,1
20,757,11/12/18 17:46,5,1,19,scob,4,4
21,2900,11/12/18 18:11,2,1,21,scob,4,2
22,2175,11/12/18 23:00,5,1,20,scob,4,1
23,25544,11/12/18 23:34,5,1,21,scob,4,1
24,1430,11/13/18 0:24,2,1,18,scob,4,1
25,1600,11/13/18 11:22,5,1,18,scob,4,1
26,1130,11/13/18 16:38,5,1,18,scob,4,5
31,1655,11/14/18 10:26,5,1,22,scob,4,4
32,845,11/14/18 12:33,5,1,18,scob,4,2
33,266503,11/14/18 15:02,5,1,19,scob,4,1
34,1299,11/14/18 15:51,5,1,19,scob,4,2
36,1416,11/14/18 19:18,5,1,20,scob,4,1
38,9333,11/14/18 20:48,5,1,20,scob,4,3
39,2016,11/14/18 21:34,5,1,19,scob,4,1
40,3220,11/14/18 21:48,6,1,19,scob,4,1
43,960,11/15/18 10:15,5,1,19,scob,4,1
45,1396,11/15/18 21:40,5,1,19,scob,4,1
46,3263,11/15/18 23:21,5,1,19,scob,4,1
47,2634,11/16/18 13:51,5,1,19,scob,4,3
49,1203,11/18/18 12:59,5,1,18,scob,4,3
51,1405,11/18/18 17:54,2,1,18,scob,4,1
52,1833,11/18/18 20:08,5,1,20,scob,4,2
53,1921,11/18/18 22:27,5,1,19,scob,4,5
54,1930,11/19/18 12:33,3,1,20,scob,4,3
56,1722,11/19/18 21:18,5,1,18,scob,4,2
57,1409,11/19/18 21:19,5,1,18,scob,4,5
58,1470,11/20/18 14:36,5,1,19,scob,4,1
59,1536,11/20/18 17:53,5,1,18,scob,4,1
61,1136,11/20/18 21:53,5,1,23,scob,4,3
63,1307,11/21/18 12:57,5,1,19,scob,4,2
64,1630,11/21/18 13:00,5,1,20,scob,4,2
65,1837,11/21/18 17:57,4,1,18,scob,4,1
67,1087,11/23/18 18:26,5,1,21,scob,4,4
68,1566,11/23/18 20:48,5,1,19,scob,4,1
71,1465,11/25/18 11:21,5,1,18,scob,4,1
72,745,11/25/18 21:34,5,1,20,scob,4,4
73,1542,11/25/18 23:33,5,1,18,scob,4,3
77,1236,11/26/18 20:29,2,1,18,scob,4,2
78,3247,11/26/18 20:55,2,1,18,scob,4,5
80,1665,11/27/18 15:15,5,1,21,scob,4,3
81,2614,11/27/18 19:03,5,1,18,scob,4,3
82,20989,11/27/18 20:33,5,1,18,scob,4,1
83,2427,11/27/18 22:57,5,1,18,scob,4,4
84,2218,11/28/18 0:02,5,1,18,scob,4,2
85,1573,11/28/18 10:57,5,1,18,scob,4,4
87,1574,11/28/18 15:22,5,1,19,scob,4,4
88,1222,11/28/18 16:02,2,1,20,scob,4,1
90,1920,11/28/18 16:19,6,1,18,scob,4,2
91,941,11/28/18 16:26,6,1,19,scob,4,1
92,1842,11/29/18 14:34,5,1,19,scob,4,3
93,3469,11/29/18 15:50,6,1,18,scob,4,2
95,197,11/29/18 19:22,5,1,20,scob,4,3
97,2083,11/29/18 20:39,5,1,21,scob,4,4
99,1357,11/30/18 16:00,5,3,21,scob,4,2
1,1111,11/6/18 13:17,5,2,23,scob,5,3
7,1528,11/11/18 13:44,5,2,21,scob,5,2
10,10957,11/11/18 16:18,6,2,19,scob,5,1
18,2445,11/12/18 15:03,5,2,19,scob,5,5
27,2325,11/13/18 18:56,5,2,23,scob,5,2
28,1359,11/13/18 21:06,5,2,20,scob,5,2
29,1265,11/13/18 22:15,6,2,19,scob,5,3
30,2796,11/14/18 2:07,2,2,18,scob,5,3
35,2855,11/14/18 18:03,5,2,20,scob,5,2
37,13373,11/14/18 20:29,5,2,19,scob,5,1
41,2335,11/14/18 22:07,5,2,20,scob,5,1
42,2709,11/15/18 9:58,5,2,21,scob,5,1
44,3556,11/15/18 16:05,5,2,18,scob,5,1
48,1191,11/16/18 16:07,5,2,19,scob,5,1
50,2434,11/18/18 14:27,6,2,20,scob,5,2
55,744,11/19/18 14:24,5,2,19,scob,5,4
60,10045,11/20/18 18:51,4,2,19,scob,5,5
62,1769,11/21/18 11:14,5,2,20,scob,5,2
66,5018,11/23/18 15:34,2,2,19,scob,5,1
69,2391,11/24/18 16:03,6,2,23,scob,5,3
70,2298,11/24/18 18:49,6,2,19,scob,5,3
74,2157,11/26/18 14:53,3,2,20,scob,5,1
75,1550,11/26/18 15:45,5,2,18,scob,5,2
76,1014,11/26/18 17:37,5,2,19,scob,5,3
79,1704,11/27/18 13:16,5,2,18,scob,5,2
86,1288,11/28/18 11:39,6,2,19,scob,5,2
89,7441,11/28/18 16:08,6,2,18,scob,5,3
94,2527,11/29/18 17:05,5,2,20,scob,5,2
96,3148,11/29/18 19:50,1,2,19,scob,5,4
98,1992,11/30/18 13:59,5,2,19,scob,5,1
100,902,11/30/18 19:46,5,2,19,scob,5,3
3,2412,11/6/18 20:19,6,1,19,scob,5,2
4,1223,11/8/18 11:49,2,1,18,scob,5,1
5,2708,11/10/18 11:56,2,1,20,scob,5,1
6,2417,11/10/18 16:22,1,1,18,scob,5,3
8,5365,11/11/18 14:44,6,1,20,scob,5,2
9,3936,11/11/18 15:13,5,1,18,scob,5,4
11,873,11/11/18 20:14,5,1,19,scob,5,1
12,5461,11/11/18 21:51,5,1,19,scob,5,4
13,1451,11/12/18 9:35,5,1,21,scob,5,1
14,1584,11/12/18 13:09,2,1,20,scob,5,1
15,1152,11/12/18 14:35,2,1,18,scob,5,1
16,1607,11/12/18 14:36,5,1,18,scob,5,3
17,3009,11/12/18 14:59,5,1,18,scob,5,2
19,527,11/12/18 15:10,5,1,19,scob,5,1
20,757,11/12/18 17:46,5,1,19,scob,5,4
21,2900,11/12/18 18:11,2,1,21,scob,5,1
22,2175,11/12/18 23:00,5,1,20,scob,5,1
23,25544,11/12/18 23:34,5,1,21,scob,5,2
24,1430,11/13/18 0:24,2,1,18,scob,5,1
25,1600,11/13/18 11:22,5,1,18,scob,5,2
26,1130,11/13/18 16:38,5,1,18,scob,5,5
31,1655,11/14/18 10:26,5,1,22,scob,5,4
32,845,11/14/18 12:33,5,1,18,scob,5,4
33,266503,11/14/18 15:02,5,1,19,scob,5,2
34,1299,11/14/18 15:51,5,1,19,scob,5,2
36,1416,11/14/18 19:18,5,1,20,scob,5,1
38,9333,11/14/18 20:48,5,1,20,scob,5,1
39,2016,11/14/18 21:34,5,1,19,scob,5,1
40,3220,11/14/18 21:48,6,1,19,scob,5,1
43,960,11/15/18 10:15,5,1,19,scob,5,1
45,1396,11/15/18 21:40,5,1,19,scob,5,1
46,3263,11/15/18 23:21,5,1,19,scob,5,5
47,2634,11/16/18 13:51,5,1,19,scob,5,2
49,1203,11/18/18 12:59,5,1,18,scob,5,2
51,1405,11/18/18 17:54,2,1,18,scob,5,2
52,1833,11/18/18 20:08,5,1,20,scob,5,2
53,1921,11/18/18 22:27,5,1,19,scob,5,2
54,1930,11/19/18 12:33,3,1,20,scob,5,5
56,1722,11/19/18 21:18,5,1,18,scob,5,1
57,1409,11/19/18 21:19,5,1,18,scob,5,2
58,1470,11/20/18 14:36,5,1,19,scob,5,1
59,1536,11/20/18 17:53,5,1,18,scob,5,1
61,1136,11/20/18 21:53,5,1,23,scob,5,5
63,1307,11/21/18 12:57,5,1,19,scob,5,2
64,1630,11/21/18 13:00,5,1,20,scob,5,3
65,1837,11/21/18 17:57,4,1,18,scob,5,1
67,1087,11/23/18 18:26,5,1,21,scob,5,4
68,1566,11/23/18 20:48,5,1,19,scob,5,2
71,1465,11/25/18 11:21,5,1,18,scob,5,1
72,745,11/25/18 21:34,5,1,20,scob,5,3
73,1542,11/25/18 23:33,5,1,18,scob,5,1
77,1236,11/26/18 20:29,2,1,18,scob,5,1
78,3247,11/26/18 20:55,2,1,18,scob,5,5
80,1665,11/27/18 15:15,5,1,21,scob,5,4
81,2614,11/27/18 19:03,5,1,18,scob,5,4
82,20989,11/27/18 20:33,5,1,18,scob,5,1
83,2427,11/27/18 22:57,5,1,18,scob,5,2
84,2218,11/28/18 0:02,5,1,18,scob,5,1
85,1573,11/28/18 10:57,5,1,18,scob,5,5
87,1574,11/28/18 15:22,5,1,19,scob,5,4
88,1222,11/28/18 16:02,2,1,20,scob,5,1
90,1920,11/28/18 16:19,6,1,18,scob,5,1
91,941,11/28/18 16:26,6,1,19,scob,5,1
92,1842,11/29/18 14:34,5,1,19,scob,5,3
93,3469,11/29/18 15:50,6,1,18,scob,5,3
95,197,11/29/18 19:22,5,1,20,scob,5,3
97,2083,11/29/18 20:39,5,1,21,scob,5,4
99,1357,11/30/18 16:00,5,3,21,scob,5,2
1,1111,11/6/18 13:17,5,2,23,inf,1,3
7,1528,11/11/18 13:44,5,2,21,inf,1,2
10,10957,11/11/18 16:18,6,2,19,inf,1,1
18,2445,11/12/18 15:03,5,2,19,inf,1,2
27,2325,11/13/18 18:56,5,2,23,inf,1,2
28,1359,11/13/18 21:06,5,2,20,inf,1,3
29,1265,11/13/18 22:15,6,2,19,inf,1,1
30,2796,11/14/18 2:07,2,2,18,inf,1,4
35,2855,11/14/18 18:03,5,2,20,inf,1,3
37,13373,11/14/18 20:29,5,2,19,inf,1,3
41,2335,11/14/18 22:07,5,2,20,inf,1,1
42,2709,11/15/18 9:58,5,2,21,inf,1,3
44,3556,11/15/18 16:05,5,2,18,inf,1,2
48,1191,11/16/18 16:07,5,2,19,inf,1,2
50,2434,11/18/18 14:27,6,2,20,inf,1,4
55,744,11/19/18 14:24,5,2,19,inf,1,4
60,10045,11/20/18 18:51,4,2,19,inf,1,3
62,1769,11/21/18 11:14,5,2,20,inf,1,2
66,5018,11/23/18 15:34,2,2,19,inf,1,2
69,2391,11/24/18 16:03,6,2,23,inf,1,3
70,2298,11/24/18 18:49,6,2,19,inf,1,1
74,2157,11/26/18 14:53,3,2,20,inf,1,1
75,1550,11/26/18 15:45,5,2,18,inf,1,3
76,1014,11/26/18 17:37,5,2,19,inf,1,3
79,1704,11/27/18 13:16,5,2,18,inf,1,1
86,1288,11/28/18 11:39,6,2,19,inf,1,2
89,7441,11/28/18 16:08,6,2,18,inf,1,1
94,2527,11/29/18 17:05,5,2,20,inf,1,2
96,3148,11/29/18 19:50,1,2,19,inf,1,5
98,1992,11/30/18 13:59,5,2,19,inf,1,3
100,902,11/30/18 19:46,5,2,19,inf,1,1
3,2412,11/6/18 20:19,6,1,19,inf,1,1
4,1223,11/8/18 11:49,2,1,18,inf,1,1
5,2708,11/10/18 11:56,2,1,20,inf,1,1
6,2417,11/10/18 16:22,1,1,18,inf,1,1
8,5365,11/11/18 14:44,6,1,20,inf,1,5
9,3936,11/11/18 15:13,5,1,18,inf,1,4
11,873,11/11/18 20:14,5,1,19,inf,1,3
12,5461,11/11/18 21:51,5,1,19,inf,1,3
13,1451,11/12/18 9:35,5,1,21,inf,1,3
14,1584,11/12/18 13:09,2,1,20,inf,1,1
15,1152,11/12/18 14:35,2,1,18,inf,1,3
16,1607,11/12/18 14:36,5,1,18,inf,1,3
17,3009,11/12/18 14:59,5,1,18,inf,1,4
19,527,11/12/18 15:10,5,1,19,inf,1,2
20,757,11/12/18 17:46,5,1,19,inf,1,3
21,2900,11/12/18 18:11,2,1,21,inf,1,3
22,2175,11/12/18 23:00,5,1,20,inf,1,5
23,25544,11/12/18 23:34,5,1,21,inf,1,3
24,1430,11/13/18 0:24,2,1,18,inf,1,2
25,1600,11/13/18 11:22,5,1,18,inf,1,2
26,1130,11/13/18 16:38,5,1,18,inf,1,5
31,1655,11/14/18 10:26,5,1,22,inf,1,3
32,845,11/14/18 12:33,5,1,18,inf,1,2
33,266503,11/14/18 15:02,5,1,19,inf,1,5
34,1299,11/14/18 15:51,5,1,19,inf,1,2
36,1416,11/14/18 19:18,5,1,20,inf,1,2
38,9333,11/14/18 20:48,5,1,20,inf,1,2
39,2016,11/14/18 21:34,5,1,19,inf,1,1
40,3220,11/14/18 21:48,6,1,19,inf,1,1
43,960,11/15/18 10:15,5,1,19,inf,1,3
45,1396,11/15/18 21:40,5,1,19,inf,1,4
46,3263,11/15/18 23:21,5,1,19,inf,1,5
47,2634,11/16/18 13:51,5,1,19,inf,1,4
49,1203,11/18/18 12:59,5,1,18,inf,1,5
51,1405,11/18/18 17:54,2,1,18,inf,1,3
52,1833,11/18/18 20:08,5,1,20,inf,1,2
53,1921,11/18/18 22:27,5,1,19,inf,1,2
54,1930,11/19/18 12:33,3,1,20,inf,1,1
56,1722,11/19/18 21:18,5,1,18,inf,1,3
57,1409,11/19/18 21:19,5,1,18,inf,1,5
58,1470,11/20/18 14:36,5,1,19,inf,1,2
59,1536,11/20/18 17:53,5,1,18,inf,1,2
61,1136,11/20/18 21:53,5,1,23,inf,1,1
63,1307,11/21/18 12:57,5,1,19,inf,1,2
64,1630,11/21/18 13:00,5,1,20,inf,1,5
65,1837,11/21/18 17:57,4,1,18,inf,1,1
67,1087,11/23/18 18:26,5,1,21,inf,1,4
68,1566,11/23/18 20:48,5,1,19,inf,1,3
71,1465,11/25/18 11:21,5,1,18,inf,1,4
72,745,11/25/18 21:34,5,1,20,inf,1,4
73,1542,11/25/18 23:33,5,1,18,inf,1,5
77,1236,11/26/18 20:29,2,1,18,inf,1,3
78,3247,11/26/18 20:55,2,1,18,inf,1,5
80,1665,11/27/18 15:15,5,1,21,inf,1,3
81,2614,11/27/18 19:03,5,1,18,inf,1,4
82,20989,11/27/18 20:33,5,1,18,inf,1,1
83,2427,11/27/18 22:57,5,1,18,inf,1,2
84,2218,11/28/18 0:02,5,1,18,inf,1,3
85,1573,11/28/18 10:57,5,1,18,inf,1,4
87,1574,11/28/18 15:22,5,1,19,inf,1,4
88,1222,11/28/18 16:02,2,1,20,inf,1,1
90,1920,11/28/18 16:19,6,1,18,inf,1,4
91,941,11/28/18 16:26,6,1,19,inf,1,1
92,1842,11/29/18 14:34,5,1,19,inf,1,5
93,3469,11/29/18 15:50,6,1,18,inf,1,2
95,197,11/29/18 19:22,5,1,20,inf,1,3
97,2083,11/29/18 20:39,5,1,21,inf,1,2
99,1357,11/30/18 16:00,5,3,21,inf,1,4
1,1111,11/6/18 13:17,5,2,23,inf,2,2
7,1528,11/11/18 13:44,5,2,21,inf,2,1
10,10957,11/11/18 16:18,6,2,19,inf,2,1
18,2445,11/12/18 15:03,5,2,19,inf,2,1
27,2325,11/13/18 18:56,5,2,23,inf,2,2
28,1359,11/13/18 21:06,5,2,20,inf,2,2
29,1265,11/13/18 22:15,6,2,19,inf,2,1
